維修時間,維修單號,送修機台序號,業者,車號,維修人員,送修原因,維修結果,燒機測試LOG,更換料件項目,備註
2022/4/14,P20220413002,DCMLB11A0047,苗栗客運,,張育淮,無法定位,送修原因測試無異常,BV2-Stress_BVMLB11A0012_20220419133305.csv,,與BVMLB11A0012配對燒機
2022/4/14,P20220413002,DCMLB2022041301,苗栗客運,,張育淮,(業者未寫),"1.鎖點斷裂，更換DC上蓋
2.鎖點斷裂，更換DC下蓋",,,
2022/4/14,P20220413003,BVGOB1310018,金牌客運,,張育淮,待維修,鎖點斷裂，更換BV上蓋,BV2-Stress_BVGOB1310018_20220419133640.csv,,
2022/4/14,P20220413003,DCGOB20190603,金牌客運,,張育淮,待維修,送修原因測試無異常,BV2-Stress_BVGOB1310018_20220419133640.csv,,與BVGOB1310018配對燒機
2022/4/14,P20220413004,BVCHS16C0002,捷順-都會南站,,張育淮,不能刷卡,"1.調整讀卡機感應度
2.C板語音線斷.重焊語音即正常",BV2-Stress_BVCHS16C0002_20220419133238.csv,,
2022/4/14,P20220413004,DCCHS1630004,捷順-都會南站,,張育淮,故障,GPS模組無法校正時間，更換模組,BV2-Stress_BVCHS16C0002_20220419133238.csv,,與BVCHS16C0002配對燒機
2022/4/22,P20220420003,BVCIB1210148,嘉義客運,,張育淮,GPS閉鎖,C板USB IC異常，更換C板,BV2-Stress_BVCIB1210148_20220426085615.csv,,
2022/4/22,P20220420003,BVCIB1210019,嘉義客運,,張育淮,卡在讀卡機檢查,"1.送修原因測試無異常
2.更換RTC電池",BV2-Stress_BVCIB1210019_20220426085623.csv,,
2022/4/22,P20220420003,BVCIB2021092801,嘉義客運,,張育淮,安全模組不存在,"1.卡機KEYLOSS，更換卡機
2.更換BV電源座",BV2-Stress_BVCIB2021092801_20220426085635.csv,,
2022/4/22,P20220420003,DCCIB1210045,嘉義客運,,張育淮,(業者未寫),顯示異常，更換LCM,BV2-Stress_BVCIB1210148_20220426085615.csv,,與BVCIB1210148配對燒機
2022/4/22,P20220420003,DCCIB1210066,嘉義客運,,張育淮,無字幕,顯示異常，更換LCM,BV2-Stress_BVCIB1210019_20220426085623.csv,,與BVCIB1210019配對燒機
2022/4/22,P20220420003,DCCIB1210058,嘉義客運,,張育淮,(業者未寫),顯示異常，更換LCM,BV2-Stress_BVCIB2021092801_20220426085635.csv,,與BVCIB2021092801配對燒機
2022/4/28,P20220425001,BVMLB11A0051,苗栗客運,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVMLB11A0051_20220511085134.csv,,
2022/4/28,P20220425001,BVMLB11A0124,苗栗客運,,張育淮,(業者未寫),顯示異常，更換LCM,BV2-Stress_BVMLB11A0124_20220511085151.csv,,
2022/4/28,P20220425001,BVMLB11A0117,苗栗客運,,張育淮,(業者未寫),內部螺絲鬆脫，重新調整,BV2-Stress_BVMLB11A0117_20220511085202.csv,,
2022/4/28,P20220425001,BVMLB11A0009,苗栗客運,,張育淮,icash卡種不能刷,調整讀卡機感應度,BV2-Stress_BVMLB11A0009_20220511085211.csv,,
2022/4/28,P20220425001,BVMLB11A0035,苗栗客運,,張育淮,無法開機,保險絲燒壞，更換即正常,BV2-Stress_BVMLB11A0035_20220511085222.csv,,
2022/4/28,P20220425001,BVMLB11A0015,苗栗客運,,張育淮,悠遊卡刷不過,卡機KEYLOSS，更換卡機,BV2-Stress_BVMLB11A0015_20220511085140.csv,,
2022/4/28,P20220425001,DCMLB2021061601,苗栗客運,,張育淮,(業者未寫),,BV2-Stress_BVMLB11A0124_20220511085151.csv,,與BVMLB11A0124配對燒機
2022/4/28,P20220425001,DCMLB11A0090,苗栗客運,,張育淮,螢幕看不清楚,"1.顯示異常，更換LCM
2.鎖點斷裂，更換DC上蓋",BV2-Stress_BVMLB11A0124_20220511085151.csv,,與BVMLB11A0117配對燒機
2022/4/28,P20220425002,BVMLB11A0067,苗栗客運,,張育淮,(業者未寫),顯示異常，更換LCM,BV2-Stress_BVMLB11A0067_20220511085126.csv,,
2022/4/28,P20220427001,BVORB2021122804,亞盛通運,,張育淮,找不到讀卡機,送修原因測試無異常,無燒機,,
2022/4/28,P20220427001,BVORB2021122808,亞盛通運,,張育淮,一直重複開機,電源變壓器異常，導致重複開機,無燒機,,
2022/4/28,P20220427001,BVORB2022031109,亞盛通運,,張育淮,一直重複開機,電源變壓器異常，導致重複開機,無燒機,,
2022/4/28,P20220427001,DCORB2021122804,亞盛通運,,張育淮,找不到讀卡機,送修原因測試無異常,無燒機,,
2022/4/28,P20220427001,DCORB2021122808,亞盛通運,,張育淮,一直重複開機,電源變壓器異常，導致重複開機,無燒機,,
2022/4/28,P20220427001,DCORB2022031109,亞盛通運,,張育淮,一直重複開機,電源變壓器異常，導致重複開機,無燒機,,
2022/4/28,P20220427002,BVGOB20200217,金牌客運,,張育淮,悠遊卡無法刷,"1.卡機KEYLOSS，更換卡機
2.C板USB IC異常，更換C板",BV2-Stress_BVGOB20200217_20220503133315.csv,,
2022/4/28,P20220427003,BVHCB11B0191,新竹客運-中壢,,張育淮,無法刷卡,"1.卡機KEYLOSS，更換卡機
2.鎖點斷裂，更換BV上蓋",BV2-Stress_BVHCB11B0191_20220503133323.csv,,
2022/4/28,P20220427003,BVHCB11B0028,新竹客運-中壢,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVHCB11B0028_20220503133339.csv,,
2022/4/28,P20220427003,BVHCB14B0007,新竹客運-中壢,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVHCB14B0007_20220503133351.csv,,與BVHCB11B0126對調卡機
2022/4/28,P20220427003,BVHCB11B0133,新竹客運-中壢,,張育淮,未傳輸有資料.無法傳輸,送修原因測試無異常,BV2-Stress_BVHCB11B0133_20220503133402.csv,,
2022/4/28,P20220427003,BVHCB11B0126,新竹客運-中壢,,張育淮,有時無法連線,送修原因測試無異常,BV2-Stress_BVHCB11B0126_20220503133504.csv,,與BVHCB14B0007對調卡機
2022/4/28,P20220427003,BVHCB11B0212,新竹客運-中壢,,張育淮,感應不良,送修原因測試無異常,BV2-Stress_BVHCB11B0212_20220503133453.csv,,
2022/4/28,P20220427004,BVKAM1440001,葛瑪蘭客運,,張育淮,無螢幕.卡營收,"1.顯示異常，更換LCM
2.營收上傳無異常
3.更換RTC電池",BV2-Stress_BVKAM1440001_20220503133445.csv,,
2022/4/28,P20220427004,BVKAM1440030,葛瑪蘭客運,,張育淮,一直會重開機,"1.送修原因測試無異常
2.更換RTC電池",BV2-Stress_BVKAM1440030_20220503133430.csv,,
2022/4/28,P20220427004,DCKAM1440016,葛瑪蘭客運,,張育淮,功能鍵跟定位/3按鍵很難按,按鍵異常，更換DC上蓋,BV2-Stress_BVKAM1440001_20220503133445.csv,,與BVKAM1440001配對燒機
2022/4/28,P20220427004,DCKAM1440015,葛瑪蘭客運,,張育淮,藍畫面一直重開機,送修原因測試無異常,BV2-Stress_BVKAM1440030_20220503133430.csv,,與BVKAM1440030配對燒機
2022/4/28,P20220427004,DCKAM1440013,葛瑪蘭客運,,張育淮,頭接觸不良,內部接頭重新調整,BV2-Stress_BVGOB20200217_20220503133315.csv,,與BVGOB20200217配對燒機
2022/5/4,P20220428001,BVCIB1210004,嘉義客運,961-FT,張育淮,(業者未寫),"1.卡機KEYLOSS，更換卡機
2.更換RTC電池",BV2-Stress_BVCIB1210004_20220512133509.csv,,
2022/5/4,P20220428001,BVCIB1210001,嘉義客運,961-FT,張育淮,無語音,"1.送修原因測試無異常
2.更換RTC電池",BV2-Stress_BVCIB1210001_20220512133510.csv,,
2022/5/4,P20220428001,BVCIB1210002,嘉義客運,961-FT,張育淮,卡在網路連線無法登出,"1.送修原因測試無異常
2.顯示異常，更換LCM",BV2-Stress_BVCIB1210002_20220516133642.csv,,
2022/5/4,P20220428001,BVCIB1210023,嘉義客運,961-FT,張育淮,熱機後卡在讀卡機檢查,送修原因測試無異常,BV2-Stress_BVCIB1210023_20220512133541.csv,,
2022/5/6,P20220504001,BVHCB11B0335,新竹客運-楊梅,068-FN,張育淮,(業者未寫),卡機KEYLOSS，更換卡機,BV2-Stress_BVHCB11B0335_20220518094049.csv,,
2022/5/6,P20220504001,BVHCB11B0045,新竹客運-楊梅,365-U7,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVHCB11B0045_20220518094106.csv,,
2022/5/6,P20220504001,BVHCB1550014,新竹客運-楊梅,966-FL,張育淮,下車無法刷卡,送修原因測試無異常,BV2-Stress_BVHCB1550014_20220518094201.csv,,
2022/5/6,P20220504001,BVHCB11B0085,新竹客運-楊梅,966-FL,張育淮,刷卡不叫,"1.語音異常，內部重新調整
2.顯示異常，更換LCM",BV2-Stress_BVHCB11B0085_20220518094138.csv,,
2022/5/6,P20220504002,BVHCB11B0154,新竹客運-牛埔,235-U7,張育淮,不時會當機,送修原因測試無異常,BV2-Stress_BVHCB11B0154_20220518094302.csv,,
2022/5/6,P20220504002,BVHCB12A0018,新竹客運-牛埔,939-FL,張育淮,原因測試無異常,C板語音線斷.重焊語音即正常,BV2-Stress_BVHCB12A0018_20220518094333.csv,,
2022/5/6,P20220504002,BVHCB20190410,新竹客運-牛埔,216-U7,張育淮,(業者未寫),卡機KEYLOSS，更換卡機,BV2-Stress_BVHCB20190410_20220518093813.csv,,
2022/5/6,P20220504002,DCHCB11B0221,新竹客運-牛埔,,張育淮,會自動開機,DC主板電源異常，更換電源IC(U4),BV2-Stress_BVHCB11B0335_20220518094049.csv,,與BVHCB11B0335配對燒機
2022/5/6,P20220504002,DCHCB11B0196,新竹客運-牛埔,235-U7,張育淮,無法更改路線.當機,送修原因測試無異常,BV2-Stress_BVHCB11B0045_20220518094106.csv,,與BVHCB11B0045配對燒機
2022/5/6,P20220504003,BVFFC14B0019,汎航通運,解卡機,張育淮,(業者未寫),"1.送修原因測試無異常
2.更換RTC電池",BV2-Stress_BVFFC14B0019_20220512133559.csv,,
2022/5/6,P20220504003,BVFFC14B0025,汎航通運,,張育淮,(業者未寫),"1.卡機KEYLOSS，更換卡機
2.更換RTC電池",BV2-Stress_BVFFC14B0025_20220512133625.csv,,
2022/5/6,P20220504003,BVFFC14B0004,汎航通運,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVFFC14B0004_20220512133512.csv,,
2022/5/6,P20220504003,BVFFC14B0042,汎航通運,529-AB,張育淮,內有營收，無法上傳,送修原因測試無異常,BV2-Stress_BVFFC14B0042_20220512133638.csv,,
2022/5/6,P20220504003,BVFFC14B0036,汎航通運,529-AB,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVFFC14B0036_20220512133625.csv,,
2022/5/6,P20220504003,BVFFC14B0052,汎航通運,529-AB,張育淮,(業者未寫),"1.送修原因測試無異常
2.更換RTC電池",BV2-Stress_BVFFC14B0052_20220512133620.csv,,
