維修時間,維修單號,送修機台序號,業者,車號,維修人員,送修原因,維修結果,燒機測試LOG,更換料件項目,備註
2022/5/19,P20220517003,DCKAM20210527,葛瑪蘭客運,,張育淮,按鍵,按鍵異常，更換DC上蓋,BV2-Stress_BVORB1350022_20220523085858.csv,,與BVORB1350022配對燒機
2022/5/19,P20220517004,DCHCB1550016,新竹客運-關西,,張育淮,不好按,按鍵異常，更換DC上蓋,,,
2022/5/19,P20220517005,DCHCB11B0330,新竹客運-竹東,,張育淮,螢幕黑,"1.顯示異常，更換LCM
2.鎖點斷裂，更換DC上蓋",BV2-Stress_BVFFC14B0053_20220523085742.csv,,與BVFFC14B0053配對燒機
2022/5/19,P20220517005,DCHCB14B0012,新竹客運-竹東,,張育淮,不會定位,送修原因測試無異常,BV2-Stress_BVFFC14B0035_20220523085801.csv,,與BVFFC14B0035配對燒機
2022/5/27,P20220525002,BVCHS16C0031,捷順-桃園站,EAA525,張育淮,(業者未寫),語音異常，調整放大器音量開關,BV2-Stress_BVCHS16C0031_20220530133208.csv,,
2022/5/27,P20220526001,BVKAM1440004,葛瑪蘭客運,,張育淮,找不到CF卡,"1.C板USB IC異常，更換C板
2.更換RTC電池",BV2-Stress_BVKAM1440004_20220530133217.csv,,
2022/5/30,P20220530001,BVTPCIB22003,嘉義客運,,張育淮,(業者未寫),卡機KEYLOSS，更換卡機,BV2-Stress_BVTPCIB22003_20220531133326.csv,,卡機電池沒電，注意之後送修回來是否電池沒電
2022/5/30,P20220530001,BVCIB1210135,嘉義客運,,張育淮,熱機後讀卡機無法使用,C板讀卡機的RS232通訊trace斷線，重新補線,BV2-Stress_BVCIB1210135_20220531133329.csv,,
2022/5/30,P20220530001,BVCIB1210078,嘉義客運,961-FT,張育淮,面板鬆動,"1.上蓋破損，更換BV上蓋
2.更換RTC電池",BV2-Stress_BVCIB1210078_20220531133347.csv,,
2022/5/30,P20220530001,BVCIB1210031,嘉義客運,BUS-8020,張育淮,找不到讀卡機,"1.送修原因測試無異常
2.更換RTC電池",BV2-Stress_BVCIB1210031_20220531133314.csv,,
2022/5/30,P20220530001,BVCIB1210032,嘉義客運,961-FT,張育淮,熱機後會卡在讀卡機測試,送修原因測試無異常,,,
2022/5/30,P20220530001,BVCIB1210093,嘉義客運,961-FT,張育淮,卡在讀卡機檢查中,送修原因測試無異常,,,
2022/5/30,P20220530001,DCCIB1210067,嘉義客運,,張育淮,字幕太暗,"1.顯示異常，更換LCM
2.按鍵異常，更換DC上蓋",BV2-Stress_BVCIB1210135_20220531133329.csv,,與BVCIB1210135配對燒機
2022/5/30,P20220530001,DCCIB1210011,嘉義客運,,張育淮,WiFi接頭斷掉,接頭破損，更換WiFi內天線,BV2-Stress_BVCIB1210078_20220531133347.csv,,與BVCIB1210078配對燒機
2022/5/30,P20220530001,DCCIB2022053001,嘉義客運,,張育淮,取消確認鍵故障,按鍵異常，更換DC上蓋,BV2-Stress_BVCIB1210031_20220531133314.csv,,與BVCIB1210031配對燒機
2022/5/31,P20220531001,DCCHS1680004,雲林客運,,張育淮,往成按鈕故障,按鍵異常，更換DC上蓋,BV2-Stress_BVTPCIB22003_20220531133326.csv,,與BVTPCIB22003配對燒機
2022/6/3,P20220608004,BVHCB11B0018,新竹客運-楊梅,,張育淮,前後機連線異常,"1.RJ45網路異常，更換C板
2.顯示異常，更換LCM
3.刷卡異常，更換卡機",BV2-Stress_BVHCB11B0018_20220705084113.csv,,注意是否會熱機後無法刷卡(未顯示卡機未連接)
2022/6/3,P20220608003,BVMLB11A0105,苗栗客運,,張育淮,會自行關機.很多次/螢幕過暗,送修原因測試無異常,BV2-Stress_BVMLB11A0105_20220607133443.csv,,
2022/6/3,P20220608003,BVMLB11A0119,苗栗客運,,張育淮,無語音/播報異常,送修原因測試無異常,BV2-Stress_BVMLB11A0119_20220607133457.csv,,
2022/6/3,P20220608003,BVMLB11A0126,苗栗客運,EAA-573,張育淮,愛金卡不能刷,"1.調整讀卡機感應度
2.鎖點斷裂，更換BV上蓋",BV2-Stress_BVMLB11A0126_20220607133515.csv,,
2022/6/3,P20220608003,BVMLB2021032201,苗栗客運,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVMLB2021032201_20220607133530.csv,,
2022/6/3,P20220608003,BVMLB11A0031,苗栗客運,,張育淮,螢幕過暗,"1.送修原因測試無異常
2.語音異常，調整放大器音量開關",BV2-Stress_BVMLB11A0031_20220607133623.csv,,
2022/6/3,P20220608003,BVMLB11A0101,苗栗客運,881-U7,張育淮,無法傳輸.無法定位,送修原因測試無異常,BV2-Stress_BVMLB11A0101_20220607133624.csv,,
2022/6/3,P20220608003,BVMLB11A0089,苗栗客運,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVMLB11A0089_20220607133538.csv,,
2022/6/3,P20220608003,BVMLB11A0007,苗栗客運,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVMLB11A0007_20220607133557.csv,,
2022/6/3,P20220608003,BVMLB11A0061,苗栗客運,EAA-575,張育淮,更新後無法正常刷卡,送修原因測試無異常,BV2-Stress_BVMLB11A0061_20220607133545.csv,,
2022/6/3,P20220608003,BVMLB11A0063,苗栗客運,872-U7,張育淮,無法定位,送修原因測試無異常,BV2-Stress_BVMLB11A0063_20220608133211.csv,,
2022/6/3,P20220608003,BVMLB11A0098,苗栗客運,938-U7,張育淮,更新後無法正常刷卡,卡機KEYLOSS，更換卡機,BV2-Stress_BVMLB11A0098_20220608133221.csv,,
2022/6/3,P20220608003,BVMLB11A0116,苗栗客運,,張育淮,(業者未寫),12V電源異常，更換Power板,BV2-Stress_BVMLB11A016_20220608133235.csv,,
2022/6/3,P20220608003,DCMLB11A0092,苗栗客運,822-FP,張育淮,車機與表定時間不符,送修原因測試無異常,BV2-Stress_BVMLB11A0063_20220608133211.csv,,與BVMLB11A0063配對燒機
2022/6/8,P20220608001,BVGOB1570002,金牌免巴,576-FT,張育淮,悠遊卡無法刷,卡機KEYLOSS，更換卡機,BV2-Stress_BVGOB1570002_20220608133245.csv,,
2022/6/8,P20220608002,DCYSM2019102101,科技之星,,張育淮,(業者未寫),按鍵異常，更換DC上蓋,BV2-Stress_BVGOB1570002_20220608133245.csv,,與BVGOB1570002配對燒機
2022/6/10,P20220610002,DCCHS1630003,捷順-都會南站,,張育淮,故障,按鍵異常，更換DC上蓋,BV2-Stress_1_20220613092216.csv,,
2022/6/10,P20220610002,DCCHS1630005,捷順-都會南站,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_2_20220613092237.csv,,
2022/6/17,P20220616004,BVYSM2020081112,科技之星,063-FN,張育淮,無電源,保險絲燒斷，更換保險絲,BV2-Stress_BVYSM2020081112_20220620133415.csv,,
2022/6/17,P20220616004,BVYSM1310002,科技之星,,張育淮,(業者未寫),卡機KEYLOSS，更換卡機,BV2-Stress_BVYSM1310002_20220620133443.csv,,
2022/6/17,P20220616004,DCYSM20191120,科技之星,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVYSM2020081112_20220620133415.csv,,與BVYSM2020081112配對燒機
2022/6/17,P20220616005,BVCIB1210151,嘉義客運,961-FT,張育淮,熱機後會出現找不到讀卡機,"1.送修原因測試無異常
2.SOM板金手指清潔",BV2-Stress_BVCIB1210151_20220620133523.csv,,台智卡: 04183194
2022/6/17,P20220616005,BVCIB1210157,嘉義客運,961-FT,張育淮,熱機後會出現讀卡機故障,"1.送修原因測試無異常
2.SOM板金手指清潔
3.C板排線異常，更換排線
4.語音異常，更換喇叭",BV2-Stress_BVCIB1210157_20220620133416.csv,,台智卡: 04164360
2022/6/17,P20220616005,BVCIB1210072,嘉義客運,,張育淮,語音太小聲,喇叭上下蓋鬆脫，重新黏接,BV2-Stress_BVCIB1210072_20220620133453.csv,,台智卡: 04164366
2022/6/17,P20220616005,BVCIB1210119,嘉義客運,,張育淮,字幕太暗,"1.顯示異常，更換LCM
2.更換RTC電池",BV2-Stress_BVCIB1210119_20220620133901.csv,,台智卡: 04183244
2022/6/17,P20220616005,BVCIB1210031,嘉義客運,,張育淮,卡在讀卡機檢查中,C板讀卡機的RS232通訊trace斷線，重新補線,BV2-Stress_BVCIB1210031_20220620133701.csv,,台智卡: 04183593
2022/6/17,P20220616005,BVCIB1210078,嘉義客運,,張育淮,無字幕,顯示異常，更換LCM,BV2-Stress_BVCIB1210078_20220620133554.csv,,台智卡: 04164367
2022/6/17,P20220616006,BVHCB20190423,新竹客運-牛埔,FAD-212,張育淮,無法傳輸,WiFi異常，更換SOM板,BV2-Stress_BVHCB20190423_20220620133533.csv,,
2022/6/17,P20220616006,BVHCB20190704,新竹客運-牛埔,098-FN,張育淮,不能刷卡,送修原因測試無異常,BV2-Stress_BVHCB20190704_20220620133511.csv,,
2022/6/17,P20220616006,BVHCB11B0101,新竹客運-牛埔,FAD-212,張育淮,定位3很少4.時有時無定位,SOM板金手指清潔,BV2-Stress_BVHCB11B0101_20220622092435.csv,,
2022/6/17,P20220616006,BVHCB11B0067,新竹客運-牛埔,,張育淮,無法讀取悠遊卡,"1.送修原因測試無異常
2.C板USB IC異常，更換C板
3.RTC異常，更換SOM板",BV2-Stress_BVHCB11B0067_20220622092512.csv,,
2022/6/17,P20220616006,BVHCB11B0295,新竹客運-牛埔,,張育淮,找無CF卡,CF卡鬆脫,BV2-Stress_BVHCB11B0295_20220622092542.csv,,
2022/6/17,P20220616006,DCHCB11B0227,新竹客運-牛埔,,張育淮,按鍵無感應,"1.鎖點斷裂，更換DC上蓋
2.WiFi異常，更換USB板",BV2-Stress_BVHCB20190423_20220620133533.csv,,與BVHCB20190423配對燒機
2022/6/17,P20220616006,DCHCB11B0051,新竹客運-牛埔,,張育淮,按鍵時好時壞,按鍵異常，更換DC上蓋,BV2-Stress_BVHCB11B0101_20220622092435.csv,,與BVHCB11B0101配對燒機
2022/6/17,P20220616006,DCHCB11B0133 ,新竹客運-牛埔,,張育淮,按鍵故障,"1.按鍵異常，更換DC上蓋
2.顯示異常，更換LCM",BV2-Stress_BVHCB11B0067_20220622092512.csv,,與BVHCB11B0067配對燒機
2022/6/17,P20220616006,DCHCB11B0208,新竹客運-牛埔,,張育淮,GPS閉鎖,送修原因測試無異常,BV2-Stress_BVHCB11B0295_20220622092542.csv,,與BVHCB11B0295配對燒機
2022/6/17,P20220617002,BVFFC14B0060,汎航通運,KAA-0528,張育淮,無電.有營收,送修原因測試無異常,BV2-Stress_BVFFC14B0060_20220622092552.csv,,
2022/6/17,P20220617002,BVFFC14B0020,汎航通運,,張育淮,(業者未寫),"1.更換蜂鳴器
2.更換RTC電池",BV2-Stress_BVFFC14B0020_20220622092602.csv,,
2022/6/17,P20220617002,DCFFC14B0017,汎航通運,,張育淮,(業者未寫),"1.按鍵異常，更換DC上蓋
2.GPS模組無法校正時間，更換模組",BV2-Stress_BVFFC14B0060_20220622092552.csv,,與BVFFC14B0060配對燒機
2022/6/17,P20220617001,BVHCB11B0115,新竹客運,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVHCB11B0115_20220622092731.csv,,
2022/6/17,P20220617001,BVHCB11B0128,新竹客運,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVHCB11B0128_20220622092404.csv,,
2022/6/17,P20220617001,BVHCB11B0272,新竹客運,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVHCB11B0272_20220622092640.csv,,
2022/6/17,P20220617001,BVHCB11B0013,新竹客運,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVHCB11B0013_20220622092623.csv,,
2022/6/17,P20220617001,BVHCB11B0008,新竹客運,,張育淮,(業者未寫),面板鬆脫、重新黏貼,BV2-Stress_BVHCB11B0008_20220622092614.csv,,
2022/6/17,P20220617001,BVHCB11B0203,新竹客運,,張育淮,(業者未寫),"1.重新安裝網路線
2.重新安裝卡機",BV2-Stress_BVHCB11B0203_20220624093823.csv,,
2022/6/17,P20220617001,BVHCB11B0214,新竹客運,,張育淮,(業者未寫),顯示異常，更換LCM,BV2-Stress_BVHCB11B0214_20220624084106.csv,,
2022/6/17,P20220617001,BVHCB11B0037,新竹客運,,張育淮,(業者未寫),重新安裝卡機,BV2-Stress_BVHCB11B0037_20220624084041.csv,,
2022/6/17,P20220617001,BVHCB11B0371,新竹客運,,張育淮,(業者未寫),重新安裝卡機,BV2-Stress_BVHCB11B0371_20220624084115.csv,,
2022/6/17,P20220617001,BVHCB2019051008,新竹客運,,張育淮,(業者未寫),重新安裝卡機,BV2-Stress_BVHCB2019051008_20220624084129.csv,,
2022/6/17,P20220617001,BVHCB11B0323,新竹客運,,張育淮,(業者未寫),重新安裝卡機,BV2-Stress_BVHCB11B0323_20220624084230.csv,,
2022/6/17,P20220617001,BVHCB11B0117,新竹客運,,張育淮,(業者未寫),重新安裝喇叭、網路線、SOM板、CF卡、C板、LCM、卡機,BV2-Stress_BVHCB11B0117_20220624084221.csv,,
2022/6/17,P20220617001,BVHCB11B0017,新竹客運,,張育淮,(業者未寫),"1.重新安裝網路線
2.重新安裝卡機",BV2-Stress_BVHCB11B0017_20220624084212.csv,,
2022/6/17,P20220617001,BVHCB13A0004 ,新竹客運,,張育淮,(業者未寫),"1.C板排線異常，更換排線
2.語音異常，更換喇叭，更換音源IC
3.重新安裝網路線
4.重新安裝卡機",BV2-Stress_BVHCB13A0004_20210101000157.csv,,
2022/6/17,P20220617001,BVHCB11B0169,新竹客運,,張育淮,(業者未寫),重新安裝SOM板、卡機,BV2-Stress_BVHCB11B0169_20220624084146.csv,,
2022/6/17,P20220617001,DCHCB11B0078,新竹客運,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVHCB11B0115_20220622092731.csv,,與BVHCB11B0115配對燒機
2022/6/23,P20220621001,BVHCB11B0072,新竹客運-中壢,,張育淮,無語音,C板語音線斷.重焊語音線,BV2-Stress_BVHCB11B0072_20220627133957.csv,,
2022/6/23,P20220621001,BVHCB12A0016,新竹客運-中壢,,張育淮,未傳輸.無法連線,送修原因測試無異常,BV2-Stress_BVHCB12A0016_20220627134011.csv,,
2022/6/23,P20220621001,BVHCB11B0208,新竹客運-中壢,,張育淮,無法傳輸,送修原因測試無異常,BV2-Stress_BVHCB11B0208_20220627123810.csv,,
2022/6/23,P20220621001,BVHCB11B0170,新竹客運-中壢,,張育淮,邊框破裂,更換BV上蓋,BV2-Stress_BVHCB11B0170_20220627134017.csv,,
2022/6/23,P20220621001,BVHCB11B0002,新竹客運-中壢,,張育淮,無法改車號,送修原因測試無異常,BV2-Stress_BVHCB11B0002_20220627134033.csv,,
2022/6/23,P20220621001,DCHCB11B0302,新竹客運-中壢,,張育淮,GPS閉鎖,送修原因測試無異常,BV2-Stress_BVHCB11B0072_20220627133957.csv,,與BVHCB11B0072配對燒機
2022/6/23,P20220621002,BVHCB11B0321,新竹客運-楊梅,,張育淮,(業者未寫),調整讀卡機感應度,BV2-Stress_BVHCB11B0321_20220627134057.csv,,
2022/6/23,P20220621002,BVHCB11B0021,新竹客運-楊梅,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVHCB11B0021_20220627134055.csv,,
2022/6/23,P20220621002,BVHCB11B0006,新竹客運-楊梅,,張育淮,(業者未寫),"1.無法開機，更換保險絲
2.LED異常，更換LED線材",BV2-Stress_BVHCB11B0006_20220627134057.csv,,
2022/6/23,P20220621002,DCHCB13A0004,新竹客運-楊梅,,張育淮,(業者未寫),USB電源異常。更換DC主板,BV2-Stress_BVHCB12A0016_20220627134011.csv,,與BVHCB12A0016配對燒機
2022/6/23,P20220621003,BVHCB11B0034,新竹客運-苗栗保養場,,張育淮,找不到CF卡,卡片鬆脫,BV2-Stress_BVHCB11B0034_20220627134055.csv,,
2022/6/23,P20220621003,BVHCB11B0264,新竹客運-苗栗保養場,,張育淮,卡片感應不良,調整讀卡機感應度,BV2-Stress_BVHCB11B0264_20220627134054.csv,,
2022/6/23,P20220621003,DCHCB11B0200,新竹客運-苗栗保養場,,張育淮,按鍵失靈,按鍵異常，更換DC上蓋,BV2-Stress_BVHCB11B0208_20220627123810.csv,,與BVHCB11B0208配對燒機
2022/6/23,P20220621003,DCHCB11B0231,新竹客運-苗栗保養場,,張育淮,定位不良,送修原因測試無異常,BV2-Stress_BVHCB11B0170_20220627134017.csv,,與BVHCB11B0170配對燒機
2022/6/23,P20220621003,DCHCB13A0006,新竹客運-苗栗保養場,,張育淮,不定位,送修原因測試無異常,BV2-Stress_BVHCB11B0002_20220627134033.csv,,與BVHCB11B0002配對燒機
2022/6/23,P20220621004,DCCHS1630002,捷順-都會南站,,張育淮,無法定位,送修原因測試無異常,BV2-Stress_BVHCB11B0321_20220627134057.csv,,與BVHCB11B0321配對燒機
2022/6/23,P20220622001,BVORB2021122806,亞盛通運,,張育淮,刷卡資料不完全,送修原因測試無異常,BV2-Stress_BVORB2021122806_20220629084211.csv,,
2022/6/23,P20220622001,BVORB2022031109,亞盛通運,,張育淮,無法刷卡,送修原因測試無異常,BV2-Stress_BVORB2022031109_20220629084207.csv,,
2022/6/23,P20220622001,DCORB2021122805,亞盛通運,,張育淮,螢幕顯示異常,顯示異常，更換LCM,BV2-Stress_BVORB2021122806_20220629084211.csv,,與BVORB2021122806配對燒機
2022/6/23,P20220622001,DCORB2022031109,亞盛通運,,張育淮,無法開機,內部重新整理,BV2-Stress_BVORB2022031109_20220629084207.csv,,與BVORB2022031109配對燒機
2022/6/23,P20220622004,BVMLB11A0010,苗栗客運,,張育淮,無法定位,送修原因測試無異常,BV2-Stress_BVMLB11A0010_20220629084146.csv,,
2022/6/23,P20220622004,BVMLB11A0075,苗栗客運,,張育淮,無語音,"1.送修原因測試無異常
2.顯示異常，更換LCM",BV2-Stress_BVMLB11A0075_20220629084157.csv,,
2022/6/23,P20220622004,BVMLB11A0062,苗栗客運,,張育淮,找不到讀卡機,送修原因測試無異常,BV2-Stress_BVMLB11A0062_20220629084208.csv,,
2022/6/23,P20220622004,BVMLB11A0092,苗栗客運,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVMLB11A0092_20220629084120.csv,,
2022/6/23,P20220622004,BVMLB11A0076,苗栗客運,,張育淮,營收跳掉,送修原因測試無異常,BV2-Stress_BVMLB11A0076_20220629084327.csv,,
2022/6/23,P20220622004,DCMLB11A0019,苗栗客運,,張育淮,螢幕過暗,顯示異常，更換LCM,BV2-Stress_BVMLB11A0010_20220629084146.csv,,與BVMLB11A0010配對燒機
2022/6/23,P20220622004,DCMLB11A0104,苗栗客運,,張育淮,螢幕過暗,顯示異常，更換LCM,BV2-Stress_BVMLB11A0075_20220629084157.csv,,與BVMLB11A0075配對燒機
2022/6/23,P20220622004,DCMLB11A0114,苗栗客運,,張育淮,螢幕過暗,"1.顯示異常，更換LCM
2.鎖點斷裂，更換DC上蓋",BV2-Stress_BVMLB11A0062_20220629084208.csv,,與BVMLB11A0062配對燒機
2022/6/23,P20220622004,DCMLB11A0054,苗栗客運,,張育淮,螢幕過暗,顯示異常，更換LCM,BV2-Stress_BVMLB11A0092_20220629084120.csv,,與BVMLB11A0092配對燒機
2022/6/23,P20220622005,BVGOB1570001,金牌客運,,張育淮,(業者未寫),改裝成QR,BV2-Stress_BVGOB1570001_20220629084234.csv,,
2022/6/27,P20220624001,BVKAM1440005,葛瑪蘭客運,,張育淮,(業者未寫),"1.C板語音線斷.重焊語音線
2.LED顯示異常，更換LED板",BV2-Stress_BVKAM1440005_20220701133233.csv,,
2022/6/27,P20220624001,BVKAM2022062402,葛瑪蘭客運,,張育淮,要手動進站,送修原因測試無異常,BV2-Stress_BVKAM2022062402_20220701133247.csv,,
2022/6/27,P20220624001,BVKAM1440015,葛瑪蘭客運,,張育淮,(業者未寫),USB異常，SOM未插好,BV2-Stress_BVKAM1440015_20220705083916.csv,,
2022/6/27,P20220624001,BVKAM1440028,葛瑪蘭客運,,張育淮,(業者未寫),更換RTC電池,BV2-Stress_BVKAM1440028_20220705083923.csv,,
2022/6/27,P20220624001,BVKAM2022062403,葛瑪蘭客運,,張育淮,沒電,送修原因測試無異常,BV2-Stress_BVKAM2022062403_20220701133320.csv,,
2022/6/27,P20220624001,BVKAM2022062401,葛瑪蘭客運,,張育淮,找不到讀卡機,卡機KEYLOSS，更換卡機,BV2-Stress_BVKAM2022062401_20220701132935.csv,,
2022/6/27,P20220624001,DCKAM1440019,葛瑪蘭客運,,張育淮,(業者未寫),"1.顯示異常，更換LCM
2.鎖點斷裂，更換DC上蓋
3.GPS模組無法校正時間，更換模組",BV2-Stress_BVKAM1440005_20220701133233.csv,,與BVKAM1440005配對燒機
2022/6/27,P20220624001,DCKAM1440007,葛瑪蘭客運,,張育淮,無法輸入員編,送修原因測試無異常,BV2-Stress_BVKAM2022062402_20220701133247.csv,,與BVKAM2022062402配對燒機
2022/6/27,P20220624001,DCKAM1440006,葛瑪蘭客運,,張育淮,(業者未寫),"1.顯示異常，更換LCM
2.鎖點斷裂，更換DC下蓋",BV2-Stress_BVKAM1440015_20220705083916.csv,,與BVKAM1440015配對燒機
2022/6/30,P20220629001,BVYSM2020081106,科技之星,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVYSM2020081106_20220705083939.csv,,
2022/6/30,P20220629001,DCYSM1310001,科技之星,,張育淮,(業者未寫),內部重新整理,BV2-Stress_BVYSM2020081106_20220705083939.csv,,與BVYSM2020081106配對燒機
2022/6/30,P20220629004,BVCIB1210154,嘉義客運,,張育淮,悠遊卡無法過卡,"1.卡機KEYLOSS，更換卡機
2.更換RTC電池",BV2-Stress_BVCIB1210154_20220705083950.csv,,
2022/6/30,P20220629004,BVCIB1210140,嘉義客運,,張育淮,熱機後卡片無法感應,"1.送修原因測試無異常
2.更換RTC電池",BV2-Stress_BVCIB1210140_20220705084005.csv,,
2022/6/30,P20220629004,BVCIB1210021,嘉義客運,,張育淮,無語音,調整放大器音量,BV2-Stress_BVCIB1210021_20220705084018.csv,,
2022/6/30,P20220629004,DCCIB1210094,嘉義客運,,張育淮,登出鍵故障,按鍵異常，更換DC上蓋,BV2-Stress_BVCIB1210154_20220705083950.csv,,與BVCIB1210154配對燒機
2022/6/30,P20220629004,DCCIB1210089,嘉義客運,,張育淮,無法登出,送修原因測試無異常,BV2-Stress_BVCIB1210140_20220705084005.csv,,與BVCIB1210140配對燒機
2022/6/30,P20220629004,DCCIB1210133,嘉義客運,,張育淮,背光太暗,顯示異常，更換LCM,BV2-Stress_BVCIB1210021_20220705084018.csv,,與BVCIB1210021配對燒機
2022/6/30,P20220629007,BVHCB11B0250,新竹客運-牛埔,,張育淮,刷卡很難刷,"1.送修原因測試無異常
2.顯示異常，更換LCM",BV2-Stress_BVHCB11B0250_20220705084029.csv,,
2022/6/30,P20220629007,DCHCB12A0006,新竹客運-牛埔,,張育淮,天線螺牙故障,送修原因測試無異常,BV2-Stress_BVHCB11B0250_20220705084029.csv,,與BVHCB11B0250配對燒機
2022/6/30,P20220629007,DCHCB11B0067,新竹客運-牛埔,,張育淮,螢幕淡化,顯示異常，更換LCM,BV2-Stress_BVHCB11B0018_20220705084113.csv,,與BVHCB11B0018配對燒機
2022/6/30,P20220629008,BVORB1350030,亞通客運,,張育淮,悠遊卡配對失敗,"1.卡機KEYLOSS，更換卡機
2.更換RTC電池",BV2-Stress_BVORB1350030_20220707133232.csv,,
2022/6/30,P20220629008,BVORB2021020305,亞通客運,,張育淮,語音卡NG.用一段時間無聲,C板語音線斷.重焊語音線,BV2-Stress_BVORB2021020305_20220705084452.csv,,
2022/7/5,P20220701001,BVFFC14B0064,汎航通運,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVFFC14B0064_20220707133236.csv,,
2022/7/5,P20220701001,DCFFC14B0007,汎航通運,,張育淮,(業者未寫),按鍵異常，更換DC上蓋,BV2-Stress_BVFFC14B0064_20220707133236.csv,,與BVFFC14B0064配對燒機
2022/7/6,P20220705002,BVGOB2020041402,金牌客運,,張育淮,待維修,"1.一卡通SAM卡重新清潔安裝
2.新增PTC、電容、散熱片",BV2-Stress_BVGOB2020041402_20220707133259.csv,,QR
2022/7/6,P20220705002,BVGOB20190502,金牌客運,,張育淮,待維修,"1.C板語音線斷.重焊語音線
2.一卡通SAM卡重新清潔安裝",BV2-Stress_BVGOB20190502_20220707133324.csv,,
2022/7/6,P20220705002,DCGOB2020090201,金牌客運,,張育淮,閉鎖,送修原因測試無異常,BV2-Stress_BVGOB2020041402_20220707133259.csv,,與BVGOB2020041402配對燒機
2022/7/6,P20220705003,BVHCB12A0007,新竹客運-中壢,,張育淮,無語音,送修原因測試無異常,BV2-Stress_BVHCB12A0007_20220707133325.csv,,
2022/7/6,P20220705004,BVHCB11B0180,新竹客運-牛埔,,張育淮,刷卡感應不良,調整讀卡機感應度,BV2-Stress_BVHCB11B0180_20220707114635.csv,,
2022/7/6,P20220705004,DCHCB11B0334,新竹客運-牛埔,,張育淮,(業者未寫),顯示異常，更換LCM,BV2-Stress_BVHCB12A0007_20220707133325.csv,,與BVHCB12A0007配對燒機
2022/7/11,P20220706001,BVCHS2022070601,雲林客運,,張育淮,故障,C板讀卡機的RS232通訊trace斷線，重新補線,BV2-Stress_BVCHS2022070601_20220713084433.csv,,
2022/7/11,P20220706001,DCCHS2021090601,雲林客運,,張育淮,一直重啟.出現找不到CF卡,送修原因測試無異常,BV2-Stress_BVCHS2022070601_20220713084433.csv,,與BVCHS2022070601配對燒機
2022/7/11,P20220706003,DCCHS1630003,捷順-都會南站,,張育淮,無畫面,DC主板二極體異常，重新更換,BV2-Stress_BVCHS2021092201_20220713084521.csv,,與BVCHS2021092201配對燒機
2022/7/11,P20220706003,DCCHS1630013,捷順-都會南站,,張育淮,無法定位,送修原因測試無異常,BV2-Stress_BVCHS2021011201_20220713084533.csv,,與BVCHS2021011201配對燒機
2022/7/11,P20220706004,BVCHS2021092201,捷順-豐原東站,,張育淮,(業者未寫),送修原因測試無異常,BV2-Stress_BVCHS2021092201_20220713084521.csv,,
2022/7/11,P20220706004,BVCHS2021011201,捷順-豐原東站,,張育淮,不會報上下車,C板語音線斷.重焊語音線,BV2-Stress_BVCHS2021011201_20220713084533.csv,,
2022/7/11,P20220707001,BVCIB1210119,嘉義客運,,張育淮,熱機後會出現讀卡機錯誤,送修原因測試無異常,BV2-Stress_BVCIB1210119_20220713084632.csv,,
2022/7/11,P20220707001,BVCIB20210524,嘉義客運,,張育淮,面板螺絲孔斷掉,更換RTC電池,BV2-Stress_BVCIB20210524_20220714095633.csv,,台智卡: 04164458
2022/7/11,P20220707001,DCCIB1210018,嘉義客運,,張育淮,按鍵故障,按鍵異常，更換DC上蓋,BV2-Stress_BVCIB1210119_20220713084632.csv,,與BVCIB1210119配對燒機
2022/7/11,P20220708003,DCORB2022031105,亞盛通運,,張育淮,USB無作用,USB異常，更換USB模組,BV2-Stress_BVCIB20210524_20220714095633.csv,,與BVCIB20210524配對燒機
2022/7/11,P20220708004,BVKAM1440001,葛瑪蘭客運,,張育淮,當機卡營收,送修原因測試無異常,BV2-Stress_BVKAM1440001_20220713084418.csv,,
2022/7/11,P20220708004,BVKAM2021102802,葛瑪蘭客運,,張育淮,不能刷卡,卡機KEYLOSS，更換卡機,BV2-Stress_BVKAM2021102802_20220713084509.csv,,
2022/7/11,P20220708004,DCKAM1440015,葛瑪蘭客運,,張育淮,(業者未寫),顯示異常，更換LCM,BV2-Stress_BVKAM1440001_20220713084418.csv,,與BVKAM1440001配對燒機
2022/7/11,P20220708004,DCKAM20200420,葛瑪蘭客運,,張育淮,(業者未寫),鎖點斷裂，更換DC上蓋,BV2-Stress_BVKAM2021102802_20220713084509.csv,,與BVKAM2021102802配對燒機
